0,00;-2,0000
0,01;-2,0000
0,02;-2,0000
0,03;-2,0000
0,04;-2,0001
0,05;-2,0001
0,06;-2,0002
0,07;-2,0003
0,08;-2,0005
0,09;-2,0007
0,10;-2,0010
0,11;-2,0013
0,12;-2,0017
0,13;-2,0022
0,14;-2,0027
0,15;-2,0034
0,16;-2,0041
0,17;-2,0049
0,18;-2,0058
0,19;-2,0069
0,20;-2,0080
0,21;-2,0093
0,22;-2,0106
0,23;-2,0122
0,24;-2,0138
0,25;-2,0156
0,26;-2,0176
0,27;-2,0197
0,28;-2,0220
0,29;-2,0244
0,30;-2,0270
0,31;-2,0298
0,32;-2,0328
0,33;-2,0359
0,34;-2,0393
0,35;-2,0429
0,36;-2,0467
0,37;-2,0507
0,38;-2,0549
0,39;-2,0593
0,40;-2,0640
0,41;-2,0689
0,42;-2,0741
0,43;-2,0795
0,44;-2,0852
0,45;-2,0911
0,46;-2,0973
0,47;-2,1038
0,48;-2,1106
0,49;-2,1176
0,50;-2,1250
0,51;-2,1327
0,52;-2,1406
0,53;-2,1489
0,54;-2,1575
0,55;-2,1664
0,56;-2,1756
0,57;-2,1852
0,58;-2,1951
0,59;-2,2054
0,60;-2,2160
0,61;-2,2270
0,62;-2,2383
0,63;-2,2500
0,64;-2,2621
0,65;-2,2746
0,66;-2,2875
0,67;-2,3008
0,68;-2,3144
0,69;-2,3285
0,70;-2,3430
0,71;-2,3579
0,72;-2,3732
0,73;-2,3890
0,74;-2,4052
0,75;-2,4219
0,76;-2,4390
0,77;-2,4565
0,78;-2,4746
0,79;-2,4930
0,80;-2,5120
0,81;-2,5314
0,82;-2,5514
0,83;-2,5718
0,84;-2,5927
0,85;-2,6141
0,86;-2,6361
0,87;-2,6585
0,88;-2,6815
0,89;-2,7050
0,90;-2,7290
0,91;-2,7536
0,92;-2,7787
0,93;-2,8044
0,94;-2,8306
0,95;-2,8574
0,96;-2,8847
0,97;-2,9127
0,98;-2,9412
0,99;-2,9703
1,00;-3,0000