0,00;-2
0,01;-2,00000
0,02;-2,00001
0,03;-2,00003
0,04;-2,00007
0,05;-2,00013
0,06;-2,00022
0,07;-2,00035
0,08;-2,00052
0,09;-2,00074
0,10;-2,00101
0,11;-2,00134
0,12;-2,00174
0,13;-2,00221
0,14;-2,00276
0,15;-2,00339
0,16;-2,00411
0,17;-2,00493
0,18;-2,00585
0,19;-2,00688
0,20;-2,00802
0,21;-2,00928
0,22;-2,01067
0,23;-2,01219
0,24;-2,01385
0,25;-2,01565
0,26;-2,01760
0,27;-2,01971
0,28;-2,02198
0,29;-2,02442
0,30;-2,02703
0,31;-2,02982
0,32;-2,03280
0,33;-2,03597
0,34;-2,03934
0,35;-2,04291
0,36;-2,04669
0,37;-2,05069
0,38;-2,05491
0,39;-2,05936
0,40;-2,06404
0,41;-2,06896
0,42;-2,07413
0,43;-2,07955
0,44;-2,08523
0,45;-2,09117
0,46;-2,09738
0,47;-2,10387
0,48;-2,11064
0,49;-2,11770
0,50;-2,12505
0,51;-2,13270
0,52;-2,14066
0,53;-2,14893
0,54;-2,15752
0,55;-2,16643
0,56;-2,17567
0,57;-2,18525
0,58;-2,19517
0,59;-2,20544
0,60;-2,21606
0,61;-2,22704
0,62;-2,23839
0,63;-2,25011
0,64;-2,26221
0,65;-2,27469
0,66;-2,28756
0,67;-2,30083
0,68;-2,31450
0,69;-2,32858
0,70;-2,34307
0,71;-2,35798
0,72;-2,37332
0,73;-2,38909
0,74;-2,40530
0,75;-2,42195
0,76;-2,43905
0,77;-2,45661
0,78;-2,47463
0,79;-2,49312
0,80;-2,51208
0,81;-2,53152
0,82;-2,55145
0,83;-2,57187
0,84;-2,59279
0,85;-2,61421
0,86;-2,63614
0,87;-2,65859
0,88;-2,68156
0,89;-2,70506
0,90;-2,72909
0,91;-2,75366
0,92;-2,77878
0,93;-2,80445
0,94;-2,83068
0,95;-2,85747
0,96;-2,88483
0,97;-2,91277
0,98;-2,94129
0,99;-2,97040
1,00;-3,00010